Artist,Sixties,Seventies,Eighties,Nineties,Two_Thousands,Twenty_Tens,Total Hits,Songs,Gender,Genre
nine days,0,0,0,0,1,0,1,absolutely story of a girl,,
nirvana,0,0,0,1,0,0,1,smells like teen spirit,,
nitty gritty dirt band,0,1,0,0,0,0,1,mr bojangles,,
nivea,0,0,0,0,1,0,1,dont mess with my man,female,African-American_female_singers
no doubt,0,0,0,1,5,0,6,"just a girl, hey baby, hella good, underneath it all, underneath it all, its my life",,
no mercy,0,0,0,2,0,0,2,"where do you go, where do you go",,
norah jones,0,0,0,0,1,0,1,dont know why,female,American_female_country_singers
nore,0,0,0,0,1,0,1,nothin,,
norman greenbaum,0,1,0,0,0,0,1,spirit in the sky,male,American_male_singers
nu flavor,0,0,0,1,0,0,1,heaven,,
nu shooz,0,0,1,0,0,0,1,i cant wait,,
o c smith,1,0,0,0,0,0,1,little green apples,male,
oasis,0,0,0,1,0,0,1,wonderwall,,
ocean,0,1,0,0,0,0,1,put your hand in the hand,,
odyssey,0,1,0,0,0,0,1,native new yorker,,
of monsters and men,0,0,0,0,0,1,1,little talks,,
ohio express,1,0,0,0,0,0,1,yummy yummy yummy,male,
ohio players,0,4,0,0,0,0,4,"funky worm, fire, love rollercoaster, whod she coo",,
oleta adams,0,0,0,1,0,0,1,get here,female,African-American_female_singers
oliver,2,0,0,0,0,0,2,"jean, good morning starshine",,
olivia newtonjohn,0,8,4,0,0,0,12,"if not for you, let me be there, if you love me let me know, i honestly love you, have you never been mellow, please mr please, hopelessly devoted to you, a little more love, magic, physical, make a move on me, twist of fate",,
olivia newtonjohn  cliff richard,0,0,1,0,0,0,1,suddenly,,
ollie  jerry,0,0,1,0,0,0,1,breakin theres no stopping us,,
olly murs,0,0,0,0,0,1,1,troublemaker,male,English_male_singers
omarion,0,0,0,0,2,1,3,"o, ice box, post to be",male,African-American_male_singers
omi,0,0,0,0,0,1,1,cheerleader,male,
one direction,0,0,0,0,0,5,5,"what makes you beautiful, best song ever, story of my life, drag me down, night changes",male,
onerepublic,0,0,0,0,1,6,7,"stop and stare, all the right moves, secrets, good life, counting stars, counting stars, love runs out",,
onyx,0,0,0,1,0,0,1,slam,male,
orchestral manoeuvres in the dark,0,0,1,0,0,0,1,if you leave,,
orianthi,0,0,0,0,0,1,1,according to you,female,Australian_female_pop_singers
original cast of godspell,0,1,0,0,0,0,1,day by day,,
orleans,0,2,0,0,0,0,2,"dance with me, still the one",male,
ot genasis,0,0,0,0,0,1,1,coco,,
otis redding,1,0,0,0,0,0,1,sittin on the dock of the bay,male,African-American_male_singers
otown,0,0,0,0,1,0,1,all or nothing,,
outkast,0,0,0,1,6,0,7,"elevators me  you, ms jackson, so fresh so clean, the whole world, the way you move, hey ya, roses",,
owl city,0,0,0,0,1,1,2,"fireflies, fireflies",,
owl city and carly rae jepsen,0,0,0,0,0,1,1,good time,,
ozark mountain daredevils,0,1,0,0,0,0,1,jackie blue,,
p diddy,0,0,0,0,2,0,2,"i need a girl part one, i need a girl part two",male,
pablo cruise,0,2,1,0,0,0,3,"whatcha gonna do, love will find a way, cool love",male,
pacific gas  electric,0,1,0,0,0,0,1,are you ready,,
panic at the disco,0,0,0,0,1,0,1,i write sins not tragedies,,
papa roach,0,0,0,0,1,0,1,scars,male,
paper lace,0,1,0,0,0,0,1,the night chicago died,,
paperboy,0,0,0,1,0,0,1,ditty,,
paramore,0,0,0,0,0,3,3,"the only exception, still into you, aint it fun",,
parliament,0,2,0,0,0,0,2,"give up the funk tear the roof off the sucker, flash light",,
passenger,0,0,0,0,0,2,2,"let her go, let her go",male,English_male_singers
pat benatar,0,0,5,0,0,0,5,"heartbreaker, hit me with your best shot, treat me right, love is a battlefield, we belong",female,American_female_rock_singers
patrick hernandez,0,1,0,0,0,0,1,born to be alive,male,French_male_singers
patrick swayze,0,0,1,0,0,0,1,shes like the wind,,
patti austin and james ingram,0,0,1,0,0,0,1,baby come to me,,
patti labelle and michael mcdonald,0,0,1,0,0,0,1,on my own,,
patti page,1,0,0,0,0,0,1,hush hush sweet charlotte,female,American_female_country_singers
patti smith group,0,1,0,0,0,0,1,because the night,both,
patty duke,1,0,0,0,0,0,1,dont just stand there,female,American_female_pop_singers
patty smyth,0,0,0,1,0,0,1,sometimes love just aint enough,female,American_female_rock_singers
paul  linda mccartney,0,1,0,0,0,0,1,uncle albertadmiral halsey,,
paul anka,0,3,0,0,0,0,3,"youre having my baby, i dont like to sleep alone, times of your life",male,American_crooners
paul anka  odia coates,0,1,0,0,0,0,1,one man womanone woman man,,
paul carrack,0,0,1,0,0,0,1,dont shed a tear,male,English_male_singers
paul davis,0,1,2,0,0,0,3,"i go crazy, 65 love affair, cool night",male,American_country_singers
paul mauriat,1,0,0,0,0,0,1,love is blue,,
paul mccartney,0,1,4,0,0,0,5,"another dayoh woman oh why, coming up, take it away, no more lonely nights, spies like us",male,English_male_singer-songwriters
paul mccartney  wings,0,3,0,0,0,0,3,"my love, live and let die, juniors farm",,
paul mccartney and michael jackson,0,0,1,0,0,0,1,say say say,,
paul mccartney and stevie wonder,0,0,1,0,0,0,1,ebony and ivory,male,
paul mccartney and wings,0,3,0,0,0,0,3,"band on the run, jet, helen wheels",,
paul revere  the raiders,4,1,0,0,0,0,5,"kicks, just like me, hungry, mr sun mr moon, indian reservation the lament of the cherokee reservation indian",,
paul simon,0,5,0,0,0,0,5,"mother and child reunion, loves me like a rock, kodachrome, 50 ways to leave your lover, slip slidin away",male,American_male_guitarists
paul stookey,0,1,0,0,0,0,1,the wedding song there is love,male,American_male_guitarists
paul young,0,0,1,1,0,0,2,"everytime you go away, oh girl",male,English_male_singers
paula abdul,0,0,3,4,0,0,7,"straight up, cold hearted, forever your girl, its just the way that you love me, rush rush, the promise of a new day, blowing kisses in the wind",female,American_female_pop_singers
paula abdul and the wild pair,0,0,0,1,0,0,1,opposites attract,,
paula cole,0,0,0,2,0,0,2,"where have all the cowboys gone, i dont want to wait",female,American_female_singer-songwriters
paula deanda,0,0,0,0,1,0,1,walk away remember me,female,American_female_singers
peabo bryson,0,0,1,0,0,0,1,if ever youre in my arms again,male,African-American_male_singers
peabo bryson and regina belle,0,0,0,1,0,0,1,a whole new world,,
peabo bryson and roberta flack,0,0,1,0,0,0,1,tonight i celebrate my love,,
peaches  herb,1,2,1,0,0,0,4,"close your eyes, reunited, shake your groove thing, i pledge my love",,
pearl jam,0,0,0,2,0,0,2,"i got id, last kiss",,
pebbles,0,0,2,1,0,0,3,"girlfriend, mercedes boy, giving you the benefit",female,
people,1,0,0,0,0,0,1,i love you,,
percy sledge,2,0,0,0,0,0,2,"when a man loves a woman, take time to know her",,
perry como,0,1,0,0,0,0,1,somos novios its impossible,male,American_crooners
pet shop boys,0,0,2,0,0,0,2,"west end girls, always on my mind",,
pet shop boys with dusty springfield,0,0,1,0,0,0,1,what have i done to deserve this,,
pete townshend,0,0,1,0,0,0,1,let my love open the door,,
peter and gordon,4,0,0,0,0,0,4,"i go to pieces, true love ways, lady godiva, woman",male,British_male_singers
peter brown,0,1,0,0,0,0,1,dance with me,male,American_male_singers
peter cetera,0,0,2,0,0,0,2,"glory of love, one good woman",male,American_male_singer-songwriters
peter cetera and amy grant,0,0,1,0,0,0,1,the next time i fall,,
peter frampton,0,3,0,0,0,0,3,"show me the way live, baby i love your way live, im in you",male,English_male_singers
peter gabriel,0,0,2,0,0,0,2,"sledgehammer, big time",male,English_male_singers
peter mccann,0,1,0,0,0,0,1,do you wanna make love,male,American_male_singers
peter paul and mary,1,0,0,0,0,0,1,i dig rock and roll music,,
peter schilling,0,0,1,0,0,0,1,major tom coming home,,
petey pablo,0,0,0,0,1,0,1,freekaleek,male,African-American_male_rappers
petula clark,5,0,0,0,0,0,5,"downtown, i know a place, my love, this is my song, dont sleep in the subway",female,English_female_pop_singers
pharrell,0,0,0,0,1,0,1,frontin,male,
pharrell williams,0,0,0,0,0,1,1,happy,male,African-American_male_rappers
phil collins,0,0,8,5,0,0,13,"you cant hurry love, against all odds take a look at me now, one more night, sussudio, dont lose my number, take me home, a groovy kind of love, two hearts, another day in paradise, do you remember, i wish it would rain down, something happened on the way to heaven, everyday",male,English_male_singer-songwriters
phil collins and marilyn martin,0,0,1,0,0,0,1,separate lives,both,
philip bailey and phil collins,0,0,1,0,0,0,1,easy lover,,
phillip phillips,0,0,0,0,0,3,3,"home, home, gone gone gone",male,American_male_guitarists
phoebe snow,0,1,0,0,0,0,1,poetry man,female,American_female_guitarists
pilot,0,1,0,0,0,0,1,magic,,
pink,0,0,0,0,13,5,18,"there you go, most girls, most girls, get the party started, dont let me get me, just like a pill, stupid girls, u  ur hand, who knew, so what, sober, so what, please dont leave me, raise your glass, fuckin perfect, blow me one last kiss, just give me a reason, try",female,American_female_pop_singers
pink floyd,0,1,1,0,0,0,2,"money, another brick in the wall part ii",,
pitbull,0,0,0,0,2,6,8,"i know you want me calle ocho, hotel room service, give me everything, hey baby drop it to the floor, international love, back in time, feel this moment, timber",,
pitbull and neyo,0,0,0,0,0,1,1,time of our lives,,
plain white ts,0,0,0,0,1,0,1,hey there delilah,,
planet soul,0,0,0,1,0,0,1,set u free,,
player,0,2,0,0,0,0,2,"baby come back, this time im in it for love",,
plies,0,0,0,0,3,0,3,"shawty, bust it baby part 2, hypnotized",male,African-American_male_rappers
pm dawn,0,0,0,4,0,0,4,"set adrift on memory bliss, id die without you, looking through patient eyes, id die without you",male,
pointer sisters,0,0,2,0,0,0,2,"jump for my love, automatic",female,
poison,0,0,2,2,0,0,4,"nothin but a good time, every rose has its thorn, unskinny bop, something to believe in",,
portrait,0,0,0,1,0,0,1,here we go again,,
positive k,0,0,0,1,0,0,1,i got a man,male,African-American_male_rappers
power station,0,0,1,0,0,0,1,some like it hot,male,
pras michel,0,0,0,1,0,0,1,ghetto supastar that is what you are,,
pretty poison,0,0,1,0,0,0,1,catch me im falling,,
pretty ricky,0,0,0,0,3,0,3,"grind with me, your body, on the hotline",,
prince,0,0,7,2,0,0,9,"i wanna be your lover, little red corvette, 1999, when doves cry, u got the look, sign o the times, batdance, thieves in the temple, the most beautiful girl in the world",male,African-American_male_singers
prince and the new power generation,0,0,0,3,0,0,3,"cream, diamonds and pearls, 7",,
prince and the revolution,0,0,3,0,0,0,3,"lets go crazy, raspberry beret, kiss",,
procol harum,1,0,0,0,0,0,1,a whiter shade of pale,,
pseudo echo,0,0,1,0,0,0,1,funkytown,,
psy,0,0,0,0,0,2,2,"gangnam style, gangnam style",male,
public announcement,0,0,0,1,0,0,1,body bumpin yippieyiyo,,
puddle of mudd,0,0,0,0,2,0,2,"blurry, she hates me",,
puff daddy,0,0,0,6,0,0,6,"ill be missing you, cant nobody hold me down, been around the world, come with me, victory, satisfy you",,
pure prairie league,0,0,1,0,0,0,1,let me love you tonight,,
pussycat dolls,0,0,0,0,5,0,5,"buttons, stickwitu, beep, when i grow up, i hate this part",,
quad city djs,0,0,0,1,0,0,1,cmon n ride it the train,,
quarterflash,0,0,2,0,0,0,2,"harden my heart, take me to heart",,
queen,0,5,2,1,0,0,8,"killer queen, bohemian rhapsody, youre my best friend, somebody to love, we will rock youwe are the champions, crazy little thing called love, another one bites the dust, bohemian rhapsody",,
queen latifah,0,0,0,1,0,0,1,unity,female,African-American_female_singer-songwriters
"queensr""yche",0,0,0,1,0,0,1,silent lucidity,,
quiet riot,0,0,1,0,0,0,1,cum on feel the noize,,
quincy jones,0,0,1,0,0,0,1,one hundred ways,,
r city,0,0,0,0,0,1,1,locked away,,
r dean taylor,0,1,0,0,0,0,1,indiana wants me,,
r kelly,0,0,0,8,9,0,17,"bump n grind, your bodys callin, i cant sleep baby if i, down low nobody has to know, you remind me of something, i believe i can fly, gotham city, when a womans fed up, fiesta, i wish, ignition remix, thoia thoing, step in the name of love, step in the name of love, happy people, im a flirt, same girl",male,
r kelly and celine dion,0,0,0,1,0,0,1,im your angel,,
rachel platten,0,0,0,0,0,1,1,fight song,female,American_female_singer-songwriters
rae sremmurd,0,0,0,0,0,1,1,no type,male,
ralph tresvant,0,0,0,1,0,0,1,sensitivity,male,American_male_singers
ramsey lewis trio,1,0,0,0,0,0,1,the in crowd,male,
randy houser,0,0,0,0,0,1,1,runnin outta moonlight,male,American_country_singers
randy newman,0,1,0,0,0,0,1,short people,male,American_male_singer-songwriters
randy vanwarmer,0,1,0,0,0,0,1,just when i needed you most,male,American_male_guitarists
raphael saadiq,0,0,0,1,0,0,1,ask of you,male,African-American_male_singers
rare earth,0,3,0,0,0,0,3,"get ready, i know im losing you, i just want to celebrate",male,
rascal flatts,0,0,0,0,2,0,2,"what hurts the most, life is a highway",,
raspberries,0,1,0,0,0,0,1,go all the way,,
ratt,0,0,1,0,0,0,1,round and round,,
ray charles,2,0,0,0,0,0,2,"crying time, here we go again",male,African-American_male_singers
ray conniff singers,1,0,0,0,0,0,1,somewhere my love,male,
ray goodman  brown,0,0,1,0,0,0,1,special lady,,
ray j,0,0,0,1,2,0,3,"let it go, one wish, sexy can i",male,African-American_male_rappers
ray parker jr,0,0,3,0,0,0,3,"the other woman, ghostbusters, i still cant get over loving you",male,
ray stevens,1,3,0,0,0,0,4,"gitarzan, everything is beautiful, the streak, misty",male,American_country_singers
raydio,0,2,1,0,0,0,3,"jack and jill, you cant change that, a woman needs love just like you do",,
ready for the world,0,0,2,0,0,0,2,"oh sheila, love you down",male,
real mccoy,0,0,0,5,0,0,5,"another night, another night, run away, come and get your love, one more time",both,
red hot chili peppers,0,0,0,2,3,0,5,"under the bridge, scar tissue, otherside, dani california, snow hey oh",,
redbone,0,2,0,0,0,0,2,"the witch queen of new orleans, come and get your love",,
rednex,0,0,0,1,0,0,1,cotton eye joe,both,
regina,0,0,1,0,0,0,1,baby love,,
rem,0,0,1,2,0,0,3,"stand, losing my religion, shiny happy people",,
reo speedwagon,0,0,4,0,0,0,4,"keep on loving you, take it on the run, keep the fire burnin, cant fight this feeling",,
restless heart,0,0,0,1,0,0,1,when she cries,,
rex smith,0,1,0,0,0,0,1,you take my breath away,male,American_male_singers
rhythm heritage,0,1,0,0,0,0,1,theme from swat,,
rich boy,0,0,0,0,1,0,1,throw some ds,male,African-American_male_rappers
rich gang,0,0,0,0,0,1,1,lifestyle,,
rich homie quan,0,0,0,0,0,1,1,flex ooh ooh ooh,male,African-American_male_rappers
richard harris,1,0,0,0,0,0,1,macarthur park,,
richard marx,0,0,6,4,0,0,10,"dont mean nothing, hold on to the nights, endless summer nights, shouldve known better, right here waiting, satisfied, hazard, take this heart, keep coming back, now and forever",male,American_male_guitarists
richie havens,0,1,0,0,0,0,1,here comes the sun,male,American_male_guitarists
rick astley,0,0,3,1,0,0,4,"never gonna give you up, together forever, she wants to dance with me, cry for help",male,English_male_singers
rick dees  his cast of idiots,0,1,0,0,0,0,1,disco duck,,
rick james,0,1,0,0,0,0,1,you and i,male,African-American_male_singers
rick ross,0,0,0,0,1,0,1,the boss,male,African-American_male_rappers
rick springfield,0,1,4,0,0,0,5,"speak to the sky, jessies girl, dont talk to strangers, affair of the heart, love somebody",male,Australian_male_singers
rickie lee jones,0,1,0,0,0,0,1,chuck es in love,female,American_female_guitarists
ricky martin,0,0,0,2,0,0,2,"livin la vida loca, shes all i ever had",male,
ricky martin and christina aguilera,0,0,0,0,1,0,1,nobody wants to be lonely,both,
ricky nelson,0,1,0,0,0,0,1,garden party,,
right said fred,0,0,0,1,0,0,1,im too sexy,,
rihanna,0,0,0,0,11,17,28,"pon de replay, sos, unfaithful, umbrella, break it off, shut up and drive, take a bow, disturbia, dont stop the music, hate that i love you, disturbia, rude boy, only girl in the world, hard, sm, whats my name, only girl in the world, we found love, cheers drink to that, we found love, where have you been, birthday cake, you da one, diamonds, stay, diamonds, pour it up, bitch better have my money",female,Female_hip_hop_musicians
rihanna kanye west and paul mccartney,0,0,0,0,0,1,1,fourfiveseconds,,
ringo starr,0,5,0,0,0,0,5,"it dont come easy, youre sixteen, oh my my, no no song, only you and you alone",,
rita coolidge,0,2,0,0,0,0,2,"your love has lifted me higher and higher, were all alone",female,American_female_country_singers
rixton,0,0,0,0,0,1,1,me and my broken heart,male,
rob thomas,0,0,0,0,2,0,2,"lonely no more, her diamonds",male,American_male_pop_singers
robbie dupree,0,0,1,0,0,0,1,steal away,male,American_male_singers
robbie nevil,0,0,1,0,0,0,1,cest la vie,male,American_male_singers
robert john,0,2,0,0,0,0,2,"the lion sleeps tonight, sad eyes",male,American_male_singer-songwriters
robert knight,1,0,0,0,0,0,1,everlasting love,male,American_male_singers
robert miles,0,0,0,1,0,0,1,children,,
robert palmer,0,2,3,0,0,0,5,"every kinda people, bad case of loving you doctor doctor, addicted to love, i didnt mean to turn you on, simply irresistible",male,English_male_singers
robert parker,1,0,0,0,0,0,1,barefootin,male,
roberta flack,0,3,1,0,0,0,4,"the first time ever i saw your face, killing me softly with his song, feel like makin love, making love",female,African-American_female_singer-songwriters
roberta flack  donny hathaway,0,2,0,0,0,0,2,"where is the love, the closer i get to you",,
robin mcnamara,0,1,0,0,0,0,1,lay a little lovin on me,male,American_male_singers
robin s,0,0,0,1,0,0,1,show me love,female,
robin thicke,0,0,0,0,1,2,3,"lost without u, blurred lines, blurred lines",male,American_male_singer-songwriters
robyn,0,0,0,2,0,0,2,"do you know what it takes, show me love",female,Swedish_female_singers
rocko,0,0,0,0,0,1,1,uoeno,male,African-American_male_rappers
rockwell,0,0,1,0,0,0,1,somebodys watching me,male,African-American_male_singers
rocky burnette,0,0,1,0,0,0,1,tired of toein the line,male,American_male_guitarists
rod stewart,0,4,5,5,0,0,14,"maggie mayreason to believe, tonights the night gonna be alright, youre in my heart the final acclaim, da ya think im sexy, passion, young turks, infatuation, love touch, my heart cant tell you no, downtown train, rhythm of my heart, the motown song, have i told you lately, reason to believe",male,British_male_singers
rodney atkins,0,0,0,0,0,1,1,take a back road,male,American_country_singers
roger miller,1,0,0,0,0,0,1,king of the road,male,American_country_singers
roger troutman,0,0,1,0,0,0,1,i want to be your man,male,American_male_guitarists
roger voudouris,0,1,0,0,0,0,1,get used to it,male,American_male_guitarists
roger williams,1,0,0,0,0,0,1,born free,,
rome,0,0,0,1,0,0,1,i belong to you every time i see your face,,
ronnie dyson,0,1,0,0,0,0,1,if you let me make love to you then why cant i touch you,,
ronnie milsap,0,1,3,0,0,0,4,"it was almost like a song, theres no gettin over me, smoky mountain rain, any day now",male,American_country_singers
rosanne cash,0,0,1,0,0,0,1,seven year ache,female,American_female_country_singers
rose royce,0,2,0,0,0,0,2,"car wash, i wanna get next to you",,
roxette,0,0,2,4,0,0,6,"the look, listen to your heart, it must have been love, dangerous, joyride, fading like a flower every time you leave",,
roy head,1,0,0,0,0,0,1,treat her right,male,American_country_singers
royal philharmonic orchestra,0,0,1,0,0,0,1,hooked on classics,both,
ruben studdard,0,0,0,0,2,0,2,"flying without wings, sorry 2004",male,
ruff endz,0,0,0,0,1,0,1,no more,,
rufus,0,2,0,0,0,0,2,"you got the love, sweet thing",,
rufus  chaka khan,0,1,0,0,0,0,1,tell me something good,,
rundmc,0,0,1,0,0,0,1,walk this way,male,
rupert holmes,0,0,2,0,0,0,2,"escape the pi~na colada song, him",,
ryan cabrera,0,0,0,0,2,0,2,"on the way down, TRUE",male,American_male_singer-songwriters
rythm syndicate,0,0,0,1,0,0,1,passion,,
s club 7,0,0,0,0,1,0,1,never had a dream come true,,
sade,0,0,2,0,0,0,2,"smooth operator, the sweetest taboo",female,English_female_singers
safire,0,0,1,0,0,0,1,thinking of you,,
sailcat,0,1,0,0,0,0,1,motorcycle mama,male,
saltnpepa,0,0,0,2,0,0,2,"do you want me, shoop",,
saltnpepa and en vogue,0,0,0,1,0,0,1,whatta man,,
sam  dave,1,0,0,0,0,0,1,soul man,,
sam and dave,1,0,0,0,0,0,1,i thank you,,
sam cooke,1,0,0,0,0,0,1,shake,male,African-American_male_singers
sam hunt,0,0,0,0,0,3,3,"leave the night on, take your time, house party",male,American_country_singers
sam smith,0,0,0,0,0,4,4,"stay with me, im not the only one, stay with me, lay me down",male,English_male_singers
sam the sham and the pharaohs,1,0,0,0,0,0,1,lil red riding hood,,
samantha fox,0,0,3,0,0,0,3,"touch me i want your body, naughty girls need love too, i wanna have some fun",female,English_female_pop_singers
samantha mumba,0,0,0,0,1,0,1,gotta tell you,female,Irish_female_singers
samantha sang,0,1,0,0,0,0,1,emotion,female,Australian_female_singers
sammi smith,0,1,0,0,0,0,1,help me make it through the night,female,American_female_country_singers
sammie,0,0,0,0,1,0,1,i like it,male,American_male_singers
sammy davis jr,1,1,0,0,0,0,2,"ive gotta be me, the candy man",,
sammy hagar,0,0,1,0,0,0,1,your love is driving me crazy,male,American_male_singer-songwriters
sammy johns,0,1,0,0,0,0,1,chevy van,male,American_country_singers
sandy posey,2,0,0,0,0,0,2,"born a woman, i take it back",female,American_female_country_singers
sanfordtownsend band,0,1,0,0,0,0,1,smoke from a distant fire,,
santa esmeralda,0,1,0,0,0,0,1,dont let me be misunderstood,both,
santana,0,1,1,1,6,0,9,"evil ways, winning, smooth, smooth, maria maria, the game of love, why dont you  i, why dont you  i, into the night",,
sara bareilles,0,0,0,0,1,3,4,"love song, king of anything, brave, brave",female,American_female_guitarists
sarah mclachlan,0,0,0,3,0,0,3,"building a mystery, adia, angel",female,Canadian_female_pop_singers
savage garden,0,0,0,2,2,0,4,"i want you, truly madly deeply, i knew i loved you, crash and burn",,
saving abel,0,0,0,0,1,0,1,addicted,,
scandal,0,0,1,0,0,0,1,the warrior,,
scarface,0,0,0,1,0,0,1,smile,male,African-American_male_rappers
schoolboy q,0,0,0,0,0,1,1,studio,male,African-American_male_rappers
scorpions,0,0,0,1,0,0,1,wind of change,,
scott mckenzie,1,0,0,0,0,0,1,san francisco be sure to wear flowers in your hair,male,American_male_singers
scritti politti,0,0,1,0,0,0,1,perfect way,,
seal,0,0,0,5,0,0,5,"crazy, prayer for the dying, kiss from a rose, dont cry, fly like an eagle",male,English_male_singers
seals and crofts,0,2,0,0,0,0,2,"diamond girl, get closer",male,
sean kingston,0,0,0,0,3,0,3,"beautiful girls, take you there, fire burning",male,African-American_male_rappers
sean kingston and justin bieber,0,0,0,0,0,1,1,eenie meenie,,
sean paul,0,0,0,0,8,0,8,"gimme the light, get busy, like glue, im still in love with you, we be burnin, temperature, when you gonna give it up to me, we be burnin",,
secondhand serenade,0,0,0,0,1,0,1,fall for you,male,
seduction,0,0,0,1,0,0,1,two to make it right,,
selena gomez,0,0,0,0,0,3,3,"come  get it, good for you, the heart wants what it wants",female,American_female_pop_singers
selena gomez  the scene,0,0,0,0,0,3,3,"naturally, who says, love you like a love song",both,
sergio mendes,2,0,1,0,0,0,3,"the look of love, the fool on the hill, never gonna let you go",,
shadows of knight,1,0,0,0,0,0,1,gloria,,
shaggy,0,0,0,1,2,0,3,"boombastic, it wasnt me, angel",male,American_male_singers
shai,0,0,0,3,0,0,3,"if i ever fall in love, baby im yours, comforter",,
shakespears sister,0,0,0,1,0,0,1,stay,,
shakira,0,0,0,0,5,1,6,"whenever wherever, underneath your clothes, la tortura, hips dont lie, she wolf, cant remember to forget you",,
shalamar,0,0,3,0,0,0,3,"the second time around, dead giveaway, dancing in the sheets",,
shania twain,0,0,0,4,1,0,5,"youre still the one, that dont impress me much, from this moment on, man i feel like a woman, forever and for always",female,Canadian_female_pop_singers
shanice,0,0,0,2,0,0,2,"i love your smile, saving forever for you",female,African-American_female_singer-songwriters
shannon,0,0,1,0,0,0,1,let the music play,female,African-American_female_singers
shaun cassidy,0,3,0,0,0,0,3,"da doo ron ron, thats rock n roll, hey deanie",male,American_male_singer-songwriters
shawn colvin,0,0,0,1,0,0,1,sunny came home,female,American_female_guitarists
shawn mendes,0,0,0,0,0,1,1,stitches,male,Canadian_male_singers
shawn mullins,0,0,0,1,0,0,1,lullaby,male,American_country_singers
sheena easton,0,0,7,0,0,0,7,"morning train nine to five, for your eyes only, modern girl, you could have been with me, strut, sugar walls, the lover in me",female,American_female_country_singers
sheila e,0,0,2,0,0,0,2,"the glamorous life, a love bizarre",,
sheriff,0,0,1,0,0,0,1,when im with you,,
sheryl crow,0,0,0,6,2,0,8,"all i wanna do, strong enough, all i wanna do, if it makes you happy, if it makes you happy, everyday is a winding road, soak up the sun, the first cut is the deepest",female,American_female_country_singers
shinedown,0,0,0,0,1,0,1,second chance,,
shirley bassey,1,0,0,0,0,0,1,goldfinger,female,British_female_singers
shirley ellis,1,0,0,0,0,0,1,the name game,female,American_female_singers
shocking blue,0,1,0,0,0,0,1,venus,,
shontelle,0,0,0,0,0,1,1,impossible,,
shop boyz,0,0,0,0,1,0,1,party like a rockstar,,
shorty long,1,0,0,0,0,0,1,here comes the judge,male,American_male_singers
sia,0,0,0,0,0,3,3,"chandelier, elastic heart, chandelier",female,Australian_female_pop_singers
silento,0,0,0,0,0,1,1,watch me,,
silk,0,0,0,2,0,0,2,"freak me, if you",male,
silver,0,1,0,0,0,0,1,wham bam,,
silver convention,0,2,0,0,0,0,2,"fly robin fly, get up and boogie",female,
simon  garfunkel,5,2,0,0,0,0,7,"i am a rock, the sound of silence, homeward bound, mrs robinson, scarborough faircanticle, bridge over troubled water, cecilia",,
simple minds,0,0,2,0,0,0,2,"dont you forget about me, alive and kicking",,
simply red,0,0,2,0,0,0,2,"holding back the years, if you dont know me by now",male,
sinead oconnor,0,0,0,1,0,0,1,nothing compares 2 u,,
sir douglas quintet,1,0,0,0,0,0,1,shes about a mover,,
sir mixalot,0,0,0,1,0,0,1,baby got back,,
sisqo,0,0,0,0,2,0,2,"thong song, incomplete",,
sister hazel,0,0,0,2,0,0,2,"all for you, all for you",,
sister janet mead,0,1,0,0,0,0,1,the lords prayer,female,
sister sledge,0,2,0,0,0,0,2,"hes the greatest dancer, we are family",,
sixpence none the richer,0,0,0,1,0,0,1,kiss me,,
skeelo,0,0,0,1,0,0,1,i wish,,
skid row,0,0,1,1,0,0,2,"18 and life, i remember you",,
skrillex and diplo,0,0,0,0,0,1,1,"where are ""u now",male,
skylark,0,1,0,0,0,0,1,wildflower,,
slim harpo,1,0,0,0,0,0,1,baby scratch my back,male,American_male_guitarists
sly  the family stone,3,3,0,0,0,0,6,"dance to the music, everyday people, hot fun in the summertime, thank you falettinme be mice elf agin, family affair, if you want me to stay",,
sly fox,0,0,1,0,0,0,1,lets go all the way,male,
smash mouth,0,0,0,1,1,0,2,"all star, then the morning comes",,
smith,1,0,0,0,0,0,1,baby its you,both,
smokey robinson,0,0,3,0,0,0,3,"cruisin, being with you, just to see her",male,African-American_male_singers
snap,0,0,0,3,0,0,3,"the power, rhythm is a dancer, rhythm is a dancer",,
snoop dogg,0,0,0,0,5,0,5,"beautiful, drop it like its hot, drop it like its hot, thats that, sexual eruption",male,African-American_male_rappers
snoop dogg and wiz khalifa,0,0,0,0,0,1,1,young wild  free,,
snoop doggy dogg,0,0,0,2,0,0,2,"gin and juice, whats my name",,
snow,0,0,0,1,0,0,1,informer,male,Canadian_male_singers
snow patrol,0,0,0,0,2,0,2,"chasing cars, chasing cars",male,
soft cell,0,0,1,0,0,0,1,tainted love,,
somethin for the people,0,0,0,2,0,0,2,"my love is the shhh, my love is the shhh",,
son by four,0,0,0,0,1,0,1,a puro dolor,,
sonique,0,0,0,0,1,0,1,it feels so good,female,English_female_singers
sonny  cher,3,1,0,0,0,0,4,"i got you babe, baby dont go, the beat goes on, a cowboys work is never done",,
sonny bono,1,0,0,0,0,0,1,laugh at me,male,American_male_singer-songwriters
sophie b hawkins,0,0,0,3,0,0,3,"damn i wish i was your lover, as i lay me down, as i lay me down",,
soul asylum,0,0,0,2,0,0,2,"runaway train, misery",male,
soul for real,0,0,0,2,0,0,2,"candy rain, every little thing i do",,
