,1960,1970,1980,1990,2000,2010,
los lobos,0,0,1,0,0,0,la bamba
jamie walters,0,0,0,1,0,0,hold on
jordin sparks,0,0,0,0,3,0,"tattoo, one step at a time, battlefield"
jon bon jovi,0,0,0,1,0,0,blaze of glory
jan hammer,0,0,1,0,0,0,miami vice theme
eric carmen,0,1,2,0,0,0,"all by myself, hungry eyes, make me lose control"
coldplay,0,0,0,0,4,2,"clocks, speed of sound, viva la vida, viva la vida, paradise, a sky full of stars"
webbie featuring bun b,0,0,0,0,1,0,give me that
50 cent featuring olivia,0,0,0,0,1,0,candy shop
huey lewis and the news,0,0,10,0,0,0,"do you believe in love, the heart of rock  roll, i want a new drug, if this is it, the power of love, stuck with you, jacobs ladder, hip to be square, doing it all for my baby, perfect world"
zz top,0,0,2,0,0,0,"legs, sleeping bag"
vanessa williams,0,0,1,3,0,0,"dreamin, save the best for last, colors of the wind, the sweetest days"
the verve,0,0,0,1,0,0,bitter sweet symphony
echosmith,0,0,0,0,0,1,cool kids
lupe fiasco,0,0,0,0,0,1,the show goes on
ollie  jerry,0,0,1,0,0,0,breakin theres no stopping us
schoolboy q featuring bj the chicago kid,0,0,0,0,0,1,studio
ann wilson and robin zander,0,0,1,0,0,0,surrender to me
seals and crofts,0,2,0,0,0,0,"diamond girl, get closer"
lmfao,0,0,0,0,0,2,"sexy and i know it, sexy and i know it"
tyrese,0,0,0,1,1,0,"sweet lady, how you gonna act like that"
barbra streisand and bryan adams,0,0,0,1,0,0,i finally found someone
the undisputed truth,0,1,0,0,0,0,smiling faces sometimes
tatyana ali,0,0,0,1,0,0,daydreamin
george mccrae,0,1,0,0,0,0,rock your baby
original cast of godspell,0,1,0,0,0,0,day by day
debbie gibson,0,0,5,0,0,0,"only in my dreams, shake your love, foolish beat, out of the blue, lost in your eyes"
madonna featuring justin timberlake and timbaland,0,0,0,0,1,0,4 minutes
diana king,0,0,0,1,0,0,shy guy
del amitri,0,0,0,1,0,0,roll to me
pretty ricky,0,0,0,0,3,0,"grind with me, your body, on the hotline"
eddie holman,0,1,0,0,0,0,hey there lonely girl
firehouse,0,0,0,3,0,0,"love of a lifetime, when i look into your eyes, i live my life for you"
n sync and gloria estefan,0,0,0,1,0,0,music of my heart
dj khaled featuring drake rick ross and lil wayne,0,0,0,0,0,1,im on one
edward maya featuring vika jigulina,0,0,0,0,0,1,stereo love
everclear,0,0,0,0,1,0,wonderful
til tuesday,0,0,1,0,0,0,voices carry
baby bash featuring tpain,0,0,0,0,2,0,"cyclone, cyclone"
pink floyd,0,1,1,0,0,0,"money, another brick in the wall part ii"
norah jones,0,0,0,0,1,0,dont know why
big sean featuring chris brown,0,0,0,0,0,1,my last
kristinia debarge,0,0,0,0,1,0,goodbye
the surfaris,1,0,0,0,0,0,wipe out
queen latifah,0,0,0,1,0,0,unity
carol douglas,0,1,0,0,0,0,doctors orders
shontelle,0,0,0,0,0,1,impossible
daddy dewdrop,0,1,0,0,0,0,chickaboom dont ya jes love it
billie myers,0,0,0,1,0,0,kiss the rain
skrillex and diplo featuring justin bieber,0,0,0,0,0,1,"where are ""u now"
the american breed,1,0,0,0,0,0,bend me shape me
gavin degraw,0,0,0,0,3,1,"i dont want to be, chariot, in love with a girl, not over you"
city high,0,0,0,0,1,0,what would you do
awolnation,0,0,0,0,0,1,sail
r kelly featuring the isley brothers,0,0,0,1,0,0,down low nobody has to know
mouth  macneal,0,1,0,0,0,0,how do you do
total featuring the notorious big,0,0,0,1,0,0,cant you see
nicole featuring missy elliott and mocha,0,0,0,1,0,0,make it hot
the buoys,0,1,0,0,0,0,timothy
greg guidry,0,0,1,0,0,0,goin down
gordon lightfoot,0,2,0,0,0,0,"if you could read my mind, sundown"
blood sweat  tears,2,0,0,0,0,0,"spinning wheel, youve made me so very happy"
pink,0,0,0,0,13,4,"there you go, most girls, most girls, get the party started, dont let me get me, just like a pill, stupid girls, u  ur hand, who knew, so what, sober, so what, please dont leave me, raise your glass, fuckin perfect, blow me one last kiss, try"
luscious jackson,0,0,0,1,0,0,naked eye
santa esmeralda,0,1,0,0,0,0,dont let me be misunderstood
soulja boy tell em,0,0,0,0,3,0,"crank that soulja boy, crank that soulja boy, turn my swag on"
ready for the world,0,0,2,0,0,0,"oh sheila, love you down"
atlanta rhythm section,0,2,0,0,0,0,"so in to you, imaginary lover"
daughtry,0,0,0,0,4,1,"its not over, home, feels like tonight, no surprise, life after you"
meghan trainor,0,0,0,0,0,4,"all about that bass, lips are movin, all about that bass, dear future husband"
david essex,0,1,0,0,0,0,rock on
brad paisley and carrie underwood,0,0,0,0,0,1,remind me
drake featuring kanye west lil wayne and eminem,0,0,0,0,1,1,"forever, forever"
everything but the girl,0,0,0,1,0,0,missing
leann rimes,0,0,0,3,2,0,"how do i live, how do i live, looking through your eyes, i need you, cant fight the moonlight"
tyler collins,0,0,0,1,0,0,girls nite out
"queensr""yche",0,0,0,1,0,0,silent lucidity
hoobastank,0,0,0,0,1,0,the reason
lil wayne featuring tpain,0,0,0,0,1,0,got money
stevie wonder,4,10,8,0,0,0,"uptight everythings alright, i was made to love her, shoobedoobedoodaday, my cherie amour, signed sealed delivered im yours, if you really love me, you are the sunshine of my life, superstition, higher ground, living for the city, dont you worry bout a thing, boogie on reggae woman, sir duke, i wish, send one your love, master blaster jammin, i aint gonna stand for it, that girl, do i do, i just called to say i love you, parttime lover, go home"
sir mixalot,0,0,0,1,0,0,baby got back
howie day,0,0,0,0,1,0,collide
michael johnson,0,1,0,0,0,0,bluer than blue
steve winwood,0,0,6,0,0,0,"while you see a chance, higher love, the finer things, roll with it, dont you know what the night can do, valerie"
bob seger system,1,0,0,0,0,0,ramblin gamblin man
sonny  cher,3,1,0,0,0,0,"i got you babe, baby dont go, the beat goes on, a cowboys work is never done"
nicki minaj featuring drake lil wayne and chris brown,0,0,0,0,0,1,only
jann arden,0,0,0,1,0,0,insensitive
joan osborne,0,0,0,1,0,0,one of us
brandy,0,0,0,7,2,0,"i wanna be down, baby, i wanna be down, best friend, sittin up in my room, have you ever, almost doesnt count, what about us, full moon"
american authors,0,0,0,0,0,1,best day of my life
bryan adams rod stewart and sting,0,0,0,1,0,0,all for love
the happenings,2,0,0,0,0,0,"see you in september, i got rhythm"
andy williams,0,1,0,0,0,0,where do i begin love story
the tremeloes,2,0,0,0,0,0,"silence is golden, here comes my baby"
do or die featuring twista,0,0,0,1,0,0,po pimp
santana featuring alex band,0,0,0,0,2,0,"why dont you  i, why dont you  i"
kirko bangz,0,0,0,0,0,1,drank in my cup
glenn medeiros and bobby brown,0,0,0,1,0,0,she aint worth it
mr mister,0,0,2,0,0,0,"broken wings, kyrie"
thin lizzy,0,1,0,0,0,0,the boys are back in town
horst jankowski,1,0,0,0,0,0,a walk in the black forest
mariah carey featuring jayz,0,0,0,1,0,0,heartbreaker
paper lace,0,1,0,0,0,0,the night chicago died
ot genasis,0,0,0,0,0,1,coco
shawn colvin,0,0,0,1,0,0,sunny came home
will smith,0,0,0,2,1,0,"gettin jiggy wit it, miami, switch"
coolio,0,0,0,2,0,0,"fantastic voyage, 1 2 3 4 sumpin new"
kws,0,0,0,1,0,0,please dont go
eddie murphy,0,0,1,0,0,0,party all the time
linkin park,0,0,0,0,6,1,"in the end, numb, breaking the habit, what ive done, shadow of the day, new divide, burn it down"
jackie deshannon,2,0,0,0,0,0,"what the world needs now is love, put a little love in your heart"
the mindbenders,1,0,0,0,0,0,a groovy kind of love
ashford  simpson,0,0,1,0,0,0,solid
hot chelle rae,0,0,0,0,0,1,tonight tonight
sara bareilles,0,0,0,0,1,3,"love song, king of anything, brave, brave"
jennifer lopez featuring pitbull,0,0,0,0,0,1,on the floor
burton cummings,0,1,0,0,0,0,stand tall
chris rea,0,1,0,0,0,0,fool if you think its over
ice cube featuring das efx,0,0,0,1,0,0,check yo self
grand funk,0,1,0,0,0,0,bad time
carole king,0,1,1,0,0,0,"its too latei feel the earth move, one fine day"
the first class,0,1,0,0,0,0,beach baby
bell biv devoe,0,0,0,2,0,0,"poison, do me"
kci  jojo,0,0,0,2,1,0,"all my life, tell me its real, crazy"
meghan trainor featuring john legend,0,0,0,0,0,1,like im gonna lose you
alan jackson featuring jimmy buffett,0,0,0,0,1,0,its five oclock somewhere
luniz,0,0,0,1,0,0,i got 5 on it
tim mcgraw,0,0,0,3,4,0,"dont take the girl, indian outlaw, please remember me, my best friend, grown men dont cry, real good man, live like you were dying"
alabama and n sync,0,0,0,1,0,0,god must have spent a little more time on you
orchestral manoeuvres in the dark,0,0,1,0,0,0,if you leave
the 5th dimension,4,2,0,0,0,0,"up up and away, stoned soul picnic, aquariuslet the sunshine in, wedding bell blues, one less bell to answer, last night i didnt get to sleep at all"
sister janet mead,0,1,0,0,0,0,the lords prayer
kelly clarkson,0,0,0,0,13,4,"a moment like this, miss independent, breakaway, since u been gone, behind these hazel eyes, breakaway, because of you, because of you, walk away, never again, my life would suck without you, i do not hook up, already gone, already gone, stronger what doesnt kill you, catch my breath, heartbeat song"
das efx,0,0,0,1,0,0,they want efx
uncle kracker,0,0,0,0,1,1,"follow me, smile"
iyaz,0,0,0,0,1,1,"replay, replay"
jeremih featuring 50 cent,0,0,0,0,0,1,down on me
kenny rogers  the first edition,1,1,0,0,0,0,"ruby dont take your love to town, somethings burning"
destinys child,0,0,0,2,9,0,"no no no, bills bills bills, say my name, jumpin jumpin, independent women, independent women, survivor, bootylicious, lose my breath, cater 2 u, lose my breath"
status quo,1,0,0,0,0,0,pictures of matchstick men
dr hook  the medicine show,0,3,0,0,0,0,"sylvias mother, the cover of the rolling stone, sharing the night together"
amy winehouse,0,0,0,0,1,0,rehab
haddaway,0,0,0,2,0,0,"what is love, what is love"
suzi quatro  chris norman,0,1,0,0,0,0,stumblin in
r kelly featuring usher,0,0,0,0,1,0,same girl
the black eyed peas,0,0,0,0,10,6,"where is the love, lets get it started, hey mama, dont phunk with my heart, my humps, dont lie, my humps, pump it, boom boom pow, i gotta feeling, imma be, i gotta feeling, meet me halfway, rock that body, just cant get enough, the time dirty bit"
jessie j featuring bob,0,0,0,0,0,1,price tag
eve featuring gwen stefani,0,0,0,0,1,0,let me blow ya mind
nelly furtado featuring timbaland,0,0,0,0,1,0,promiscuous
drake,0,0,0,0,1,7,"best i ever had, find your love, over, headlines, started from the bottom, 0 to 100  the catch up, hotline bling, back to back"
olly murs featuring flo rida,0,0,0,0,0,1,troublemaker
kardinal offishall featuring akon,0,0,0,0,1,0,dangerous
ilovememphis,0,0,0,0,0,1,hit the quan
wayne newton,0,1,0,0,0,0,daddy dont you walk so fast
the who,1,2,0,0,0,0,"i can see for miles, wont get fooled again, squeeze box"
foghat,0,1,0,0,0,0,slow ride
arrested development,0,0,0,3,0,0,"tennessee, people everyday, mr wendal"
blue october,0,0,0,0,1,0,hate me
nu flavor,0,0,0,1,0,0,heaven
the music explosion,1,0,0,0,0,0,little bit o soul
new boyz featuring ray j,0,0,0,0,0,1,tie me down
naughty by nature featuring zhane,0,0,0,1,0,0,jamboree
the allman brothers band,0,1,0,0,0,0,ramblin man
james newton howard featuring jennifer lawrence,0,0,0,0,0,1,the hanging tree
lil bow wow featuring xscape,0,0,0,0,1,0,bounce with me
vanessa carlton,0,0,0,0,1,0,a thousand miles
pussycat dolls,0,0,0,0,3,0,"stickwitu, when i grow up, i hate this part"
oasis,0,0,0,1,0,0,wonderwall
melanie,0,2,0,0,0,0,"lay down candles in the rain, brand new key"
trapt,0,0,0,0,1,0,headstrong
mark lindsay,0,1,0,0,0,0,arizona
jayz,0,0,0,1,5,0,"hard knock life ghetto anthem, izzo hova, i just wanna love u give it 2 me, excuse me miss, dirt off your shoulder, change clothes"
ruff endz,0,0,0,0,1,0,no more
tinie tempah featuring eric turner,0,0,0,0,0,1,written in the stars
the bells,0,1,0,0,0,0,stay awhile
the fortunes,1,1,0,0,0,0,"youve got your troubles, here comes that rainy day feeling again"
2 pistols featuring tpain and tay dizm,0,0,0,0,1,0,she got it
len,0,0,0,1,0,0,steal my sunshine
natural selection,0,0,0,1,0,0,do anything
neil diamond  barbra streisand,0,1,0,0,0,0,you dont bring me flowers
dazz band,0,0,1,0,0,0,let it whip
pure prairie league,0,0,1,0,0,0,let me love you tonight
abc,0,0,2,0,0,0,"be near me, when smokey sings"
right said fred,0,0,0,1,0,0,im too sexy
mase featuring puff daddy,0,0,0,1,0,0,lookin at me
juice newton,0,0,4,0,0,0,"queen of hearts, angel of the morning, the sweetest thing ive ever known, loves been a little bit hard on me"
jeremih featuring yg,0,0,0,0,0,1,dont tell em
jermaine stewart,0,0,1,0,0,0,we dont have to take our clothes off
switchfoot,0,0,0,0,1,0,meant to live
skylark,0,1,0,0,0,0,wildflower
bobby hebb,1,0,0,0,0,0,sunny
chaka khan,0,0,1,0,0,0,i feel for you
swedish house mafia featuring john martin,0,0,0,0,0,1,dont you worry child
fine young cannibals,0,0,2,0,0,0,"she drives me crazy, good thing"
dru hill,0,0,0,4,0,0,"in my bed, never make a promise, were not making love no more, these are the times"
kenny nolan,0,2,0,0,0,0,"i like dreamin, loves grown deep"
ja rule featuring r kelly and ashanti,0,0,0,0,1,0,wonderful
the casinos,1,0,0,0,0,0,then you can tell me goodbye
raspberries,0,1,0,0,0,0,go all the way
snoop dogg and wiz khalifa featuring bruno mars,0,0,0,0,0,1,young wild  free
jason derulo featuring 2 chainz,0,0,0,0,0,1,talk dirty
bruno mars,0,0,0,0,0,8,"just the way you are, grenade, just the way you are, the lazy song, it will rain, when i was your man, locked out of heaven, treasure"
cascada,0,0,0,0,1,0,everytime we touch
kris kristofferson,0,1,0,0,0,0,why me
fun,0,0,0,0,0,3,"some nights, some nights, carry on"
keith urban,0,0,0,0,1,0,youll think of me
lynyrd skynyrd,0,1,0,0,0,0,whats your name
cher,2,5,2,2,0,0,"all i really want to do, bang bang my baby shot me down, gypsys tramps  thieves, the way of love, halfbreed, dark lady, take me home, i found someone, if i could turn back time, just like jesse james, believe"
eddie rabbitt and crystal gayle,0,0,1,0,0,0,you and i
the lettermen,2,0,0,0,0,0,"goin out of my headcant take my eyes off you, hurt so bad"
christina aguilera lil kim m'ya and pink,0,0,0,0,1,0,lady marmalade
hammer,0,0,0,2,0,0,"2 legit 2 quit, addams groove"
fancy,0,1,0,0,0,0,wild thing
the isley brothers featuring r kelly and chante moore,0,0,0,0,1,0,contagious
natalie la rose featuring jeremih,0,0,0,0,0,1,somebody
pseudo echo,0,0,1,0,0,0,funkytown
wiz khalifa,0,0,0,0,0,3,"black and yellow, roll up, work hard play hard"
natalie merchant,0,0,0,3,0,0,"carnival, wonder, jealousy"
shirley bassey,1,0,0,0,0,0,goldfinger
odyssey,0,1,0,0,0,0,native new yorker
information society,0,0,1,0,0,0,whats on your mind pure energy
dorothy moore,0,1,0,0,0,0,misty blue
third eye blind,0,0,0,4,1,0,"semicharmed life, hows it going to be, semicharmed life, jumper, never let you go"
az,0,0,0,1,0,0,sugar hill
sugarloaf,0,2,0,0,0,0,"greeneyed lady, dont call us well call you"
danity kane,0,0,0,0,1,0,damaged
eve 6,0,0,0,0,1,0,heres to the night
kenny chesney featuring uncle kracker,0,0,0,0,1,0,when the sun goes down
donna fargo,0,2,0,0,0,0,"the happiest girl in the whole usa, funny face"
the whispers,0,0,1,0,0,0,rock steady
jethro tull,0,1,0,0,0,0,bungle in the jungle
laura branigan,0,0,5,0,0,0,"gloria, gloria, solitaire, how am i supposed to live without you, self control"
bertie higgins,0,0,1,0,0,0,key largo
o c smith,1,0,0,0,0,0,little green apples
sammy davis jr,1,1,0,0,0,0,"ive gotta be me, the candy man"
8th day,0,1,0,0,0,0,shes not just another woman
king harvest,0,1,0,0,0,0,dancing in the moonlight
amii stewart,0,1,0,0,0,0,knock on wood
mariah carey featuring joe and 98 degrees,0,0,0,0,1,0,thank god i found you
lisa loeb and nine stories,0,0,0,1,0,0,stay i missed you
vic dana,1,0,0,0,0,0,red roses for a blue lady
peter schilling,0,0,1,0,0,0,major tom coming home
the guess who,2,2,0,0,0,0,"these eyes, laughing, american woman, no time"
tamia,0,0,0,0,1,0,stranger in my house
d12,0,0,0,0,1,0,my band
son by four,0,0,0,0,1,0,a puro dolor
lonestar,0,0,0,1,4,0,"amazed, amazed, what about now, im already there, my front porch looking in"
ronnie dyson,0,1,0,0,0,0,if you let me make love to you then why cant i touch you
ralph tresvant,0,0,0,1,0,0,sensitivity
the lox featuring dmx and lil kim,0,0,0,1,0,0,money power  respect
jay z featuring justin timberlake,0,0,0,0,0,1,holy grail
faith no more,0,0,0,1,0,0,epic
twista featuring kanye west and jamie foxx,0,0,0,0,1,0,slow jamz
raphael saadiq,0,0,0,1,0,0,ask of you
culture beat,0,0,0,1,0,0,mr vain
chuck mangione,0,1,0,0,0,0,feels so good
classics iv,2,0,0,0,0,0,"spooky, traces"
stevie b,0,0,0,2,0,0,"because i love you the postman song, dream about you"
joni mitchell,0,1,0,0,0,0,help me
joey mcintyre,0,0,0,1,0,0,stay the same
the sos band,0,0,1,0,0,0,take your time do it right
r kelly and celine dion,0,0,0,1,0,0,im your angel
freddie and the dreamers,1,0,0,0,0,0,im telling you now
after the fire,0,0,1,0,0,0,der kommissar
johnny gill,0,0,0,1,0,0,rub you the right way
tyga,0,0,0,0,0,1,rack city
stevie nicks,0,0,3,0,0,0,"edge of seventeen just like the white winged dove, stand back, talk to me"
champaign,0,0,2,0,0,0,"how bout us, try again"
the click five,0,0,0,0,1,0,just the girl
ti,0,0,0,0,7,0,"bring em out, u dont know me, what you know, why you wanna, big shit poppin do it, whatever you like, whatever you like"
the jaggerz,0,1,0,0,0,0,the rapper
blue cheer,1,0,0,0,0,0,summertime blues
2 chainz featuring drake,0,0,0,0,0,1,no lie
dino,0,0,1,2,0,0,"i like it, romeo, ooh child"
the emotions,0,1,0,0,0,0,best of my love
chris brown featuring tyga and kevin mccall,0,0,0,0,0,1,deuces
112 featuring foxy brown,0,0,0,0,1,0,u already know
the stylistics,0,4,0,0,0,0,"betcha by golly wow, break up to make up, you make me feel brand new, rockin roll baby"
starland vocal band,0,1,0,0,0,0,afternoon delight
keri hilson,0,0,0,0,0,1,pretty girl rock
angie martinez featuring lil mo and sacario,0,0,0,0,1,0,if i could go
color me badd,0,0,0,6,0,0,"i wanna sex you up, i adore mi amor, all 4 love, slow motion, thinkin back, the earth the sun the rain"
paul mccartney,0,1,4,0,0,0,"another dayoh woman oh why, coming up, take it away, no more lonely nights, spies like us"
tlc,0,0,0,10,0,0,"babybabybaby, aint 2 proud 2 beg, what about your friends, what about your friends, waterfalls, creep, red light special, diggin on you, no scrubs, unpretty"
soul ii soul featuring caron wheeler,0,0,0,1,0,0,back to life however do you want me
m'ya and sisqo,0,0,0,1,0,0,its all about me
bad english,0,0,1,1,0,0,"when i see you smile, price of love"
rocky burnette,0,0,1,0,0,0,tired of toein the line
carla thomas,1,0,0,0,0,0,baby
del shannon,1,0,0,0,0,0,keep searchin well follow the sun
kelly rowland featuring lil wayne,0,0,0,0,0,1,motivation
natasha bedingfield,0,0,0,0,3,0,"these words, unwritten, pocketful of sunshine"
missy elliott featuring da brat,0,0,0,1,0,0,sock it 2 me
crystal waters,0,0,0,2,0,0,"100 pure love, 100 pure love"
evan and jaron,0,0,0,0,1,0,crazy for this girl
gene chandler,0,1,0,0,0,0,groovy situation
jidenna featuring roman gianarthur,0,0,0,0,0,1,classic man
kanye west featuring rihanna,0,0,0,0,0,1,all of the lights
musiq soulchild,0,0,0,0,2,0,"love, halfcrazy"
rob thomas,0,0,0,0,2,0,"lonely no more, her diamonds"
zedd featuring hayley williams,0,0,0,0,0,1,stay the night
eagleeye cherry,0,0,0,1,0,0,save tonight
rednex,0,0,0,1,0,0,cotton eye joe
john mayer,0,0,0,0,6,0,"no such thing, your body is a wonderland, daughters, waiting on the world to change, waiting on the world to change, say"
nelly furtado,0,0,0,0,4,0,"im like a bird, turn off the light, turn off the light, say it right"
justin bieber featuring ludacris,0,0,0,0,0,1,baby
maureen mcgovern,0,1,0,0,0,0,the morning after
bt express,0,2,0,0,0,0,"express, do it til youre satisfied"
sean kingston and justin bieber,0,0,0,0,0,1,eenie meenie
jay and the americans,2,0,0,0,0,0,"cara mia, this magic moment"
nick jonas,0,0,0,0,0,2,"jealous, chains"
bob welch,0,2,0,0,0,0,"sentimental lady, ebony eyes"
owl city and carly rae jepsen,0,0,0,0,0,1,good time
the zombies,2,0,0,0,0,0,"tell her no, time of the season"
kevin rudolf featuring lil wayne,0,0,0,0,2,0,"let it rock, let it rock"
ub40,0,0,1,3,0,0,"red red wine, the way you do the things you do, here i am come and take me, cant help falling in love"
divine,0,0,0,2,0,0,"lately, lately"
keha,0,0,0,0,0,6,"tik tok, your love is my drug, take it off, we r who we r, blow, die young"
cher lloyd,0,0,0,0,0,1,want u back
blessid union of souls,0,0,0,1,0,0,i believe
trey songz featuring fabolous,0,0,0,0,0,1,say aah
justin timberlake featuring ti,0,0,0,0,2,0,"my love, my love"
jimmy buffett,0,1,0,0,0,0,margaritaville
case,0,0,0,1,1,0,"happily ever after, missing you"
the temptations,7,5,0,0,0,0,"my girl, aint too proud to beg, beauty is only skin deep, youre my everything, i wish it would rain, i cant get next to you, runaway child running wild, ball of confusion thats what the world is today, psychedelic shack, just my imagination running away with me, masterpiece, papa was a rollin stone"
truth hurts featuring rakim,0,0,0,0,1,0,addictive
martha and the vandellas,2,0,0,0,0,0,"nowhere to run, jimmy mack"
omarion,0,0,0,0,1,0,o
the youngbloods,1,0,0,0,0,0,get together
r kelly featuring ti and tpain,0,0,0,0,1,0,im a flirt
crystal gayle,0,1,0,0,0,0,dont it make my brown eyes blue
deniece williams,0,0,2,0,0,0,"its gonna take a miracle, lets hear it for the boy"
george ezra,0,0,0,0,0,1,budapest
joan baez,0,1,0,0,0,0,the night they drove old dixie down
eddie rabbitt,0,1,3,0,0,0,"suspicions, drivin my life away, i love a rainy night, step by step"
sonique,0,0,0,0,1,0,it feels so good
johnnie taylor,0,2,0,0,0,0,"i believe in you you believe in me, disco lady"
lesley gore,1,0,0,0,0,0,california nights
john fred  his playboy band,1,0,0,0,0,0,judy in disguise with glasses
leona lewis,0,0,0,0,2,0,"bleeding love, better in time"
the neighbourhood,0,0,0,0,0,1,sweater weather
kip moore,0,0,0,0,0,1,somethin bout a truck
bobby fuller four,1,0,0,0,0,0,i fought the law
brooks  dunn,0,0,0,0,2,0,"aint nothing bout you, red dirt road"
pat benatar,0,0,5,0,0,0,"heartbreaker, hit me with your best shot, treat me right, love is a battlefield, we belong"
michael sembello,0,0,1,0,0,0,maniac
dan hill,0,1,0,0,0,0,sometimes when we touch
2pac featuring kci  jojo  featuring dr dre,0,0,0,1,0,0,how do u want it  california love
bruce willis,0,0,1,0,0,0,respect yourself
chris brown featuring lil wayne,0,0,0,0,1,0,gimme that
pitbull featuring chris brown,0,0,0,0,0,1,international love
aerosmith,0,2,2,7,1,0,"dream on, walk this way, angel, love in an elevator, janies got a gun, what it takes, cryin, livin on the edge, crazy, amazing, i dont want to miss a thing, jaded"
travis tritt,0,0,0,0,1,0,its a great day to be alive
natalie cole,0,2,2,0,0,0,"ive got love on my mind, our love, pink cadillac, miss you like crazy"
rihanna kanye west and paul mccartney,0,0,0,0,0,1,fourfiveseconds
beyonce,0,0,0,0,8,4,"naughty girl, me myself and i, irreplaceable, single ladies put a ring on it, halo, if i were a boy, sweet dreams, diva, sweet dreams, best thing i never had, partition, 711"
ja rule featuring ashanti,0,0,0,0,2,0,"always on time, mesmerize"
love unlimited orchestra,0,1,0,0,0,0,loves theme
lil wayne,0,0,0,0,1,1,"a milli, how to love"
the alan parsons project,0,0,3,0,0,0,"time, games people play, eye in the sky"
bobby goldsboro,2,1,0,0,0,0,"little things, honey, watching scotty grow"
daniel boone,0,1,0,0,0,0,beautiful sunday
mark morrison,0,0,0,1,0,0,return of the mack
lulu,1,0,0,0,0,0,to sir with love
flo rida featuring wynter gordon,0,0,0,0,1,0,sugar
shorty long,1,0,0,0,0,0,here comes the judge
technotronic featuring felly,0,0,0,1,0,0,pump up the jam
soul asylum,0,0,0,2,0,0,"runaway train, misery"
divinyls,0,0,0,1,0,0,i touch myself
the human beinz,1,0,0,0,0,0,nobody but me
lloyd,0,0,0,0,1,0,get it shawty
bert kaempfert,1,0,0,0,0,0,red roses for a blue lady
john cafferty  the beaver brown band,0,0,1,0,0,0,on the dark side
nico  vinz,0,0,0,0,0,1,am i wrong
sean paul featuring keyshia cole,0,0,0,0,1,0,when you gonna give it up to me
akon featuring eminem,0,0,0,0,2,0,"smack that, smack that"
curtis mayfield,0,2,0,0,0,0,"freddies dead, superfly"
mark chesnutt,0,0,0,1,0,0,i dont want to miss a thing
martin garrix,0,0,0,0,0,1,animals
marc anthony,0,0,0,1,2,0,"i need to know, you sang to me, i need to know"
archie bell  the drells,1,0,0,0,0,0,tighten up
daft punk featuring pharrell williams,0,0,0,0,0,1,get lucky
the moody blues,1,1,0,0,0,0,"go now, nights in white satin"
whitney houston and mariah carey,0,0,0,1,0,0,when you believe
weezer,0,0,0,0,1,0,beverly hills
betty wright,0,1,0,0,0,0,clean up woman
frijid pink,0,1,0,0,0,0,the house of the rising sun
david naughton,0,1,0,0,0,0,makin it
jim stafford,0,3,0,0,0,0,"spiders and snakes, my girl bill, wildwood weed"
gino vannelli,0,1,1,0,0,0,"i just wanna stop, living inside myself"
enrique iglesias featuring ludacris and dj frank e,0,0,0,0,0,1,tonight im lovin you
flo rida,0,0,0,0,1,3,"right round, good feeling, whistle, i cry"
michael damian,0,0,1,0,0,0,rock on
jayz featuring amil and ja rule,0,0,0,1,0,0,can i get a
lady gaga featuring beyonce,0,0,0,0,0,1,telephone
john mellencamp,0,0,0,1,0,0,key west intermezzo i saw you first
dixie chicks,0,0,0,0,3,0,"cowboy take me away, long time gone, landslide"
bobby caldwell,0,1,0,0,0,0,what you wont do for love
nick cannon featuring r kelly,0,0,0,0,1,0,gigolo
ahmad,0,0,0,1,0,0,back in the day
jewel,0,0,0,4,2,0,"who will save your soul, foolish games  you were meant for me, foolish games  you were meant for me, hands, standing still, intuition"
faith evans,0,0,0,3,1,0,"you used to love me, soon as i get home, love like this, i love you"
robyn,0,0,0,2,0,0,"do you know what it takes, show me love"
tracie spencer,0,0,0,1,0,0,this house
heavy d  the boyz,0,0,0,2,0,0,"now that we found love, got me waiting"
dave matthews band,0,0,0,0,1,0,the space between
sailcat,0,1,0,0,0,0,motorcycle mama
olivia newtonjohn  cliff richard,0,0,1,0,0,0,suddenly
trace adkins,0,0,0,0,1,0,youre gonna miss this
anne murray,0,6,2,0,0,0,"snowbird, dannys song, you wont see me, a love song, you needed me, i just fall in love again, daydream believer, broken hearted me"
pitbull and neyo,0,0,0,0,0,1,time of our lives
cliff nobles,1,0,0,0,0,0,the horse
tears for fears,0,0,4,1,0,0,"everybody wants to rule the world, shout, head over heels, sowing the seeds of love, break it down again"
brooke valentine featuring lil jon and big boi,0,0,0,0,1,0,girlfight
the standells,1,0,0,0,0,0,dirty water
fat joe featuring r kelly,0,0,0,0,1,0,we thuggin
of monsters and men,0,0,0,0,0,1,little talks
n sync featuring nelly,0,0,0,0,1,0,girlfriend
702,0,0,0,2,0,0,"get it together, where my girls at"
jay sean featuring sean paul and lil jon,0,0,0,0,0,1,do you remember
the sylvers,0,3,0,0,0,0,"boogie fever, hot line, high school dance"
bone thugsnharmony featuring akon,0,0,0,0,1,0,i tried
metallica,0,0,0,1,0,0,until it sleeps
vicki lawrence,0,1,0,0,0,0,the night the lights went out in georgia
the dells,2,0,0,0,0,0,"stay in my corner, oh what a night"
50 cent,0,0,0,0,5,0,"in da club, pimp, wanksta, disco inferno, just a lil bit"
jake owen,0,0,0,0,0,2,"barefoot blue jean night, beachin"
